,zonal_winds,meridional_winds,Humidity,air_temp,sea_surface_temp,Cluster_type,buoy,date,month
1162,-7.9,0.6,86.1,25.31,25.2,1,46,6/20/1996,6
1163,-5.8,2.2,83.2,22.67,23.76,1,46,10/17/1996,10
1164,-7.2,2.4,78.5,24.5,24.4,1,46,11/4/1991,11
1165,-6.7,-0.8,85.3,25.11,25.43,1,46,6/22/1996,6
1166,-6.8,2.1,80.8,24.3,24.29,1,46,9/14/1993,9
1167,-4.8,0.6,80.1,23.37,23.53,1,46,11/14/1992,11
1168,-3.9,-0.4,72,25.72,26.56,1,46,6/12/1995,6
1169,-6.9,3.2,85.7,23.89,23.71,1,46,8/3/1994,8
1170,-5.8,3.6,79.9,27.2,27.75,0,46,5/3/1997,5
1171,-5.1,6,82.3,25.63,25.51,1,46,1/21/1994,1
1172,-9.1,3.5,80.7,26.13,26.91,1,46,7/2/1997,7
1173,-7.4,3.8,81.9,24.47,24.75,1,46,12/12/1994,12
1174,-7.9,1,74.7,26.37,26.97,1,46,8/4/1997,8
1175,-0.9,2.7,78,27.66,28.17,0,46,3/23/1993,3
1176,-4.7,2.5,81.6,24.66,24.88,1,46,1/8/1993,1
1177,-8.4,-0.7,78.7,26.65,26.99,1,46,6/20/1997,6
1178,-6,1.1,80.9,24.34,24.4,1,46,11/1/1991,11
1179,-1.4,3.5,76.5,27.71,28.65,0,46,2/6/1998,2
1180,-8.2,2.3,77.3,25.71,25.59,1,46,7/20/1991,7
1181,-5,1.8,80.9,24.47,24.82,1,46,1/9/1993,1
1182,-7.3,0.7,76.1,24.39,24.65,1,46,11/5/1994,11
1183,-4.8,1.4,80.5,25.76,25.95,1,46,7/13/1993,7
1184,-7.1,1.8,77.9,24.79,24.97,1,46,10/21/1993,10
1185,-4.6,1.3,80.5,25.84,26.13,1,46,2/11/1993,2
1186,-5.9,3,76.7,26.65,27.13,1,46,5/29/1997,5
1187,-3.3,3.5,81.7,27.4,28.5,0,46,2/9/1998,2
1188,-5.7,-0.2,83.6,22.36,23.07,1,46,11/13/1996,11
1189,-7,2.5,79.3,26.98,27.07,1,46,6/8/1992,6
1190,-7.2,2.4,79.4,22.9,23.7,1,46,10/31/1996,10
1191,-6.3,1.2,82.1,28.8,28.95,0,46,4/15/1998,4
1192,-5.1,0.8,83.1,26.58,26.38,1,46,5/11/1994,5
1193,-6.7,1.7,77.2,26.5,26.7,1,46,5/31/1995,5
1194,-7.4,2.2,81.6,27.27,27.18,1,46,5/3/1991,5
1195,-7.3,2.4,78.3,26.09,26.77,1,46,7/20/1997,7
1196,-5.9,4.7,87.4,27.12,28.11,0,46,1/10/1998,1
1197,-7,3,81.6,24.51,24.75,1,46,12/13/1994,12
1198,-5,3.3,86.7,23.17,22.9,1,46,8/20/1995,8
1199,-6.7,3.1,73.1,26.21,26.97,1,46,8/9/1997,8
1200,-6.8,2.5,76.2,26.53,26.76,1,46,6/25/1991,6
1201,-3.5,-2.2,86.8,26.93,28.38,0,49,5/31/1995,5
1202,2.5,-1.1,81.6,28.69,29.91,0,49,4/13/1993,4
1203,-7.1,-2.5,73.7,26.69,27.57,0,49,12/29/1995,12
1204,-3.8,-0.5,71.1,27.89,28.7,0,49,10/18/1991,10
1205,-2.4,-1.4,76.2,27.65,28.6,0,49,9/29/1991,9
1206,1.5,-0.2,86,26.78,29.19,0,49,2/19/1998,2
1207,4.2,-0.9,80.5,28.48,29.2,0,49,2/6/1998,2
1208,-3.7,-3.7,82.3,26.85,27.21,0,49,11/29/1996,11
1209,2.9,-1.5,85.6,27.65,29.31,0,49,3/27/1998,3
1210,-0.6,-2.4,78.5,27.89,29.38,0,49,12/21/1991,12
1211,-4.3,-1.8,80.1,29.11,29.89,0,49,12/17/1997,12
1212,-6.1,-2.3,81.8,26.35,27.76,1,49,10/6/1995,10
1213,-6.9,2.1,81.1,28.55,28.74,0,49,7/26/1997,7
1214,-4.4,-0.9,85.1,28.6,29.49,0,49,5/25/1998,5
1215,-4.9,-2.3,84.1,27.56,28.73,0,49,4/12/1995,4
1216,0.7,-0.9,77.3,27.89,29.09,0,49,6/23/1992,6
1217,-6.7,-0.8,86,26.27,27.2,1,49,9/17/1995,9
1218,-7,-0.1,80.3,28.83,28.85,0,49,5/16/1997,5
1219,-5.8,-1.4,77.5,26.66,27.95,0,49,7/29/1995,7
1220,-5.8,-5.8,81.6,28.57,28.93,0,49,1/23/1992,1
1221,-6.3,-3,81.3,28.49,29.29,0,49,6/29/1993,6
1222,-8.4,-0.5,80.2,27.48,28.41,0,49,7/6/1995,7
1223,4.4,-5.1,78.4,28.6,29.27,0,49,4/28/1998,4
1224,-3.5,-5.5,81,27.46,27.8,0,49,10/12/1996,10
1225,-4.4,-2.3,72.3,27.39,27.96,0,49,11/20/1992,11
1226,-4.6,-1,78.5,28.57,29.39,0,49,12/24/1991,12
1227,-7.1,0.9,78.9,27.58,27.77,0,49,8/24/1996,8
1228,-2.7,-3.6,78.1,28.8,29.56,0,49,6/17/1993,6
1229,-3.8,-2.4,76.6,27.94,28.61,0,49,9/10/1993,9
1230,-5.9,-6.2,76.2,27.2,27.8,0,49,12/22/1996,12
1231,2,1.3,77.3,29.05,29.55,0,49,3/23/1992,3
1232,-5.2,-3,78.5,27.04,27.47,0,49,9/16/1996,9
1233,-1.4,-4.9,71.9,27.78,28.62,0,49,10/26/1993,10
1234,-7.4,-0.9,80.9,28.37,28.74,0,49,7/24/1993,7
1235,-3.8,-1.1,73,28.01,29.08,0,49,7/10/1992,7
1236,-2.7,0.2,81.5,28.59,29.4,0,49,6/17/1997,6
1237,2,-2.5,78.9,28.57,29.23,0,49,1/29/1992,1
1238,-4.9,-2.8,62.6,27.25,28.06,0,49,3/4/1994,3
1239,-3.1,-2.6,77.3,26.89,27.81,0,49,11/14/1996,11
1240,-3.7,-1.4,78.1,27.77,28.86,0,49,10/6/1991,10
1241,-5.6,-2.5,79.3,28.18,29.11,0,49,7/6/1993,7
1242,-0.2,-3.7,70.8,27.73,29.35,0,49,6/14/1998,6
1243,-5.4,-1.5,76,27.76,28.13,0,49,1/26/1994,1
1244,-4.8,-2.4,71.3,28.19,28.37,0,49,4/2/1994,4
1245,-6.8,-0.2,80.1,28.93,29.28,0,49,6/9/1992,6
1246,-4.5,-0.9,67.2,27.76,28.69,0,49,11/25/1993,11
1247,-4.6,-3.7,79.7,27.75,28.02,0,49,1/3/1993,1
1248,-8.2,-0.5,81.8,26.46,27.59,1,49,9/1/1995,9
1249,2.8,-1.9,83.4,27.49,29.31,0,49,2/23/1998,2
1250,-0.8,0.6,86,28.4,29.17,0,49,2/3/1998,2
1251,-5.5,-1.2,74.5,28.35,28.73,0,49,6/25/1994,6
1252,-5,-4.7,76.3,25.72,26.52,1,49,10/22/1995,10
1253,-4.6,0,73.1,28.35,28.33,0,49,3/25/1994,3
1254,-5.4,-2.1,77.3,28.07,28.36,0,49,4/12/1994,4
1255,-5.8,-4.2,79.9,27.12,27.34,0,49,1/24/1997,1
1256,-3.9,-3.2,80.9,27.63,28.03,0,49,8/22/1992,8
1257,-5.5,-0.2,77,27.85,28.32,0,49,9/19/1991,9
1258,-4.8,-0.9,79.5,28.35,28.76,0,49,5/8/1997,5
1259,-0.9,-3.3,82.5,27.4,29.19,0,49,5/3/1995,5
1260,-5.8,-4.2,82.1,25.88,27.44,1,49,10/9/1995,10
1261,-6.7,-2.4,76.2,26.61,27.3,0,49,2/2/1996,2
1262,-5.7,-1.3,72.7,28.54,29.07,0,49,6/4/1994,6
1263,0.4,-0.4,74.8,27.64,28.61,0,49,4/16/1994,4
1264,-5.9,-2,75.8,28.33,28.51,0,49,10/24/1991,10
1265,-6,-2.4,79.3,27.71,28.03,0,49,1/1/1993,1
1266,-7.8,-1.4,82.4,28.43,29.05,0,49,7/12/1997,7
1267,0.6,2.8,88.1,27.29,29.33,0,49,5/22/1998,5
1268,-5.5,-4.5,81,27.79,28.88,0,49,12/30/1994,12
1269,-4.9,-2,74.4,27.17,28.51,0,49,10/23/1994,10
1270,-5.6,-3.8,80.2,27.19,27.52,0,49,9/2/1996,9
1271,-6.7,-0.8,77,28.79,29.09,0,49,6/19/1997,6
1272,-8,-2.5,76.8,27.58,27.7,0,49,8/22/1996,8
1273,-1.6,0.5,69.5,29.27,30.23,0,49,12/27/1997,12
1274,-4.3,-4.9,77.1,27.44,28.97,0,49,1/20/1995,1
1275,-6.2,-1.1,87.1,26.8,27.71,1,49,3/26/1996,3
1276,-4.4,-2.7,77.7,27.9,28.53,0,49,9/28/1993,9
1277,-5.5,-0.2,79.7,27.59,27.69,0,49,9/19/1992,9
1278,-6.6,0.2,75.6,27.42,27.77,0,49,10/23/1996,10
1279,-6.5,-0.6,76.6,27.81,28.45,0,49,10/21/1991,10
1280,3.2,-5.9,78.5,27.55,28.11,0,49,1/11/1993,1
1281,1.3,-1.1,80.1,27.27,28.46,0,49,11/5/1992,11
1282,-5,-0.9,77.7,28.73,29.28,0,49,6/11/1992,6
1283,-6.8,-1.6,77.6,27.84,28.21,0,49,1/22/1994,1
1284,-6.5,-1.9,76.7,27.95,29.26,0,49,12/6/1994,12
1285,-4.6,-2.6,75.4,28.05,28.47,0,49,7/31/1992,7
1286,-5.6,-2.8,70.8,26.26,27.6,0,49,1/3/1996,1
1287,-6.9,-2,75.4,27.84,27.73,0,49,2/19/1994,2
1288,-4.8,-1,73.2,28.62,29.22,0,49,5/16/1994,5
1289,-3.1,-5,76.2,27.43,27.83,0,49,11/30/1992,11
1290,-4.9,0,71.5,28.58,29.14,0,49,5/21/1994,5
1291,-5.8,-3.2,81.4,25.95,27.44,1,49,9/24/1995,9
1292,-7.8,-1.9,75,27.98,27.63,0,49,8/31/1992,8
1293,-5.7,0.9,86,27.89,29.5,0,49,6/2/1998,6
1294,-5,-0.8,83.9,28.52,29.58,0,49,5/11/1998,5
1295,-4.3,-0.2,73,28.17,28.7,0,49,10/29/1991,10
1296,-5.2,-0.2,85.6,25.56,26.65,1,49,10/18/1995,10
1297,-3.7,-0.3,77,29,29.77,0,49,5/23/1993,5
1298,-6.2,-1.1,88,26.46,27.7,1,49,3/21/1996,3
1299,-5.8,-0.6,82.8,28.92,29.79,0,49,5/19/1993,5
1300,-5.5,0.1,73.3,28.62,28.83,0,49,6/18/1994,6
1301,-6.8,-2,76.3,27.21,28.46,0,49,10/20/1994,10
1302,-6.2,-2.2,74.6,28.22,28.56,0,49,10/14/1993,10
1303,-6.8,1.3,79.3,28.09,28.23,0,49,8/28/1991,8
1304,5.6,-5.1,88.1,26.9,29.19,0,49,3/17/1998,3
1305,-4.6,-3.2,82.1,27.21,28.69,0,49,5/22/1995,5
1306,-0.7,-2.8,82.9,27.09,29.36,0,49,2/23/1995,2
1307,-2.1,-3.9,77.5,27.17,28.84,0,49,2/2/1995,2
1308,-3.6,-2.4,74.4,27.09,29,0,49,11/10/1994,11
1309,-4.1,-3.7,84.5,27.44,28.85,0,49,5/16/1995,5
1310,-5.2,0.8,79,26.19,26.87,1,49,10/29/1995,10
1311,-1.9,-2.6,75.6,26.5,27.48,0,49,11/12/1996,11
1312,-2.6,-5.4,75.3,27.76,28.63,0,49,11/6/1993,11
1313,-3.1,-3.6,73,27.35,27.88,0,49,11/27/1992,11
1314,-0.9,-3.5,62.7,28.5,29.34,0,49,4/26/1994,4
1315,-4,-2.9,82.1,27.4,28.44,0,49,6/21/1995,6
1316,-5.2,-2,73.2,27.41,27.6,0,49,2/28/1994,2
1317,-7.2,0.3,75.8,28.53,29.03,0,49,7/15/1993,7
1318,-5.1,-4.6,82.8,27.75,28.01,0,49,3/12/1997,3
1319,-6.5,-1.7,74.4,27.87,29.21,0,49,12/5/1994,12
1320,-4.3,1.3,85.6,28.16,29.62,0,49,5/10/1998,5
1321,-4.7,-2,74.2,27.93,28.75,0,49,10/11/1991,10
1322,-6.4,-1.8,82.5,26.89,28.38,0,49,7/17/1995,7
1323,-5.6,-5.1,78.9,28.06,28.37,0,49,2/24/1993,2
1324,-4.8,1,80.2,27.21,28.58,0,49,6/6/1995,6
1325,-4.5,0.9,81.5,28.31,29.23,0,49,6/26/1997,6
1326,-4.3,0,76.6,29.43,29.87,0,49,4/29/1993,4
1327,0,2.7,79.3,28.05,29.77,0,49,1/16/1992,1
1328,1.8,-7.2,77,27.55,28.15,0,49,2/6/1993,2
1329,-5,-1.7,85.6,27.64,28.76,0,49,5/7/1995,5
1330,-7.3,-2.1,80.1,28.17,28.47,0,49,8/1/1991,8
1331,-3.1,-1.3,80.5,28.57,29.78,0,49,4/20/1993,4
1332,-7.6,-3.1,74.1,27.24,27.86,0,49,1/19/1997,1
1333,-9,-1.8,82.1,27.13,27.74,1,49,8/4/1995,8
1334,-3.2,1.5,80.9,28.36,29.35,0,49,5/5/1998,5
1335,-6.4,0.2,74.6,27.73,28.28,0,49,8/12/1992,8
1336,-2.8,-4.5,76.8,26.62,27.19,0,49,12/3/1996,12
1337,-7.3,-1.5,78.5,27.23,27.54,0,49,9/7/1996,9
1338,-1.5,-4,78.3,26.93,28.54,0,49,10/31/1994,10
1339,-4.3,-5.3,78.7,26.88,27.27,0,49,1/30/1997,1
1340,5,-3.9,81.6,27.97,29.06,0,49,12/4/1991,12
1341,-4.4,-3.5,72.2,27.99,28.44,0,49,12/4/1993,12
1342,-2.3,-2,71.9,27.69,28.7,0,49,10/13/1991,10
1343,-1.7,-6.8,75.4,27.71,28.06,0,49,11/26/1992,11
1344,-8.7,-0.6,76.4,27.62,27.89,0,49,10/10/1996,10
1345,-4.9,-3.2,84.5,27.25,28.53,0,49,2/16/1995,2
1346,-3.4,1.8,80.9,28.76,29.59,0,49,5/6/1998,5
1347,-8.7,-2.5,81.5,27.91,27.75,0,49,3/1/1997,3
1348,-6.9,-1,75.8,28.75,29.01,0,49,7/2/1997,7
1349,-1.6,-4.9,72.7,27.51,28.48,0,49,11/10/1992,11
1350,-0.6,-4,76.7,28.84,29.95,0,49,12/22/1997,12
1351,-6.4,-2.5,83.3,27.87,29.06,0,49,12/18/1994,12
1352,-3.2,-1.4,74.1,28.19,28.66,0,49,3/29/1994,3
1353,-2.3,0.1,77.7,28.29,28.99,0,49,4/2/1993,4
1354,0.8,-7.8,79.6,28.56,29.1,0,49,4/2/1998,4
1355,0.2,-6.5,82.4,27.93,28.85,0,49,1/27/1992,1
1356,-7.1,0.9,68.9,28.89,29.07,0,49,5/25/1994,5
1357,-7.4,-1.3,75.4,28.01,28.24,0,49,9/7/1991,9
1358,0.2,1.5,82.8,27.67,29.17,0,49,6/4/1997,6
1359,-7.2,-1.9,80.8,26.84,27.31,1,49,2/22/1996,2
1360,-8.9,-2.2,77.9,26.65,27.2,1,49,1/9/1996,1
1361,-7.6,-1.2,78.5,27.31,27.55,0,49,11/3/1996,11
1362,-4.2,-2.2,67.9,27.8,28.61,0,49,11/26/1993,11
1363,-5.6,-1.4,71.3,25.99,26.63,1,49,10/23/1995,10
1364,-4.6,-4.1,78.1,27.51,28.25,0,49,10/18/1992,10
1365,-2.8,-4,76.6,27.39,28.26,0,49,10/16/1992,10
1366,-5.6,0.1,80.5,28.93,29.98,0,49,4/30/1992,4
1367,4.6,1,78.9,28.41,29.53,0,49,3/19/1992,3
1368,4.2,-2.7,86.8,27.29,30.28,0,49,1/5/1998,1
1369,-4.3,-3.5,75.1,27.6,29.13,0,49,11/24/1994,11
1370,1.1,-3.3,78.8,28.16,29.72,0,49,11/20/1997,11
1371,-5.1,0.8,73,28.05,28.76,0,49,10/17/1991,10
1372,-3.1,-3.9,82.5,27.25,28.98,0,49,4/28/1995,4
1373,-6,-2.9,84.5,27.64,28.55,0,49,5/18/1995,5
1374,-3,-0.8,82.4,27.57,29.29,0,49,12/22/1991,12
1375,0.2,-1.5,69.6,28.31,28.89,0,49,7/20/1994,7
1376,-6.7,-1.6,80.1,28.65,29.27,0,49,6/17/1992,6
1377,-1,-1.8,70.7,28.19,28.99,0,49,7/19/1994,7
1378,-4.4,-0.6,80.1,29,29.82,0,49,5/9/1993,5
1379,-5,-2.2,77.1,27.95,29.23,0,49,11/29/1994,11
1380,-6.6,-3,82.5,26.74,27.93,0,49,8/27/1995,8
1381,-6.6,-0.2,79.9,28.51,28.93,0,49,7/17/1997,7
1382,-8.7,-1.7,86,27.56,28.86,0,49,1/28/1995,1
1383,-4.3,0.7,75.4,28.69,29.56,0,49,1/5/1992,1
1384,-2.9,-0.2,77.7,29,29.5,0,49,6/13/1993,6
1385,-3,4.4,80.7,28.15,29.14,0,49,6/6/1997,6
1386,-5.6,-5.4,72.7,28.19,28.64,0,49,12/9/1993,12
1387,-3.9,-2.1,67.7,29.01,29.71,0,49,4/23/1994,4
1388,-2.7,-1.5,85.3,27.01,28.84,0,49,2/20/1995,2
1389,-7.5,0.2,81.4,27.6,28.2,0,49,6/2/1995,6
1390,6.1,-3.2,81.3,28.53,28.87,0,49,1/26/1992,1
1391,-1.8,2.3,84.8,27.4,29.06,0,49,6/8/1997,6
1392,-3.6,-7.1,82.1,27.36,28.93,0,49,12/28/1994,12
1393,-6.7,-2.6,81.8,26.82,28.37,0,49,7/14/1995,7
1394,-5.8,-1.4,77.9,26.57,27.35,0,49,2/8/1996,2
1395,-5.6,-1.5,71.5,28.39,28.86,0,49,6/20/1994,6
1396,6.3,-1,83,28.04,30.03,0,49,1/10/1998,1
1397,-0.9,-4.4,76.4,26.85,27.68,0,49,11/15/1996,11
1398,-5.3,-1.2,84.1,27.6,28.85,0,49,4/30/1995,4
1399,-6.8,-1.2,81.3,26.53,26.57,1,49,2/11/1996,2
1400,-1,-2.6,74.8,26.81,27.77,0,49,11/16/1996,11
1401,-4.4,-5.4,81.4,28.15,28.52,0,43,5/23/1994,5
1402,-6.2,3.1,80.6,27.45,28.25,0,43,1/22/1994,1
1403,3.7,-3.7,80.7,28.19,29.29,0,43,10/6/1997,10
1404,-4,-4.3,71.1,28.1,29.08,0,43,12/13/1992,12
1405,-4.5,-3.9,82.2,27.57,28.87,0,43,1/2/1994,1
1406,-6,-2.8,91.7,26.67,27.09,1,43,3/17/1996,3
1407,2.2,4.8,83.9,26.98,29.12,0,43,10/9/1997,10
1408,-3.7,2.3,82.6,28.5,29.31,0,43,8/4/1993,8
1409,-7.7,0.6,85.3,27.06,29.24,0,43,12/3/1993,12
1410,-4.3,-2.2,84.4,27.11,28.56,0,43,2/19/1993,2
1411,5.8,-2.7,83.6,27.04,29.11,0,43,9/18/1997,9
1412,-4,-1.5,81.1,28.25,28.98,0,43,3/19/1995,3
1413,-7.4,3.8,88.5,26.71,27.27,1,43,1/20/1996,1
1414,-5.2,1,73.1,28.28,28.8,0,43,7/31/1996,7
1415,-4.6,-1,77.6,28.66,29.26,0,43,12/14/1993,12
1416,-5.8,3.4,81.1,28.27,29.35,0,43,8/13/1995,8
1417,-7.9,-3.7,86,27.21,28.28,0,43,4/8/1994,4
1418,-5.9,-1.7,84.3,28.23,28.97,0,43,6/5/1994,6
1419,-4.4,2.2,82.2,27.39,28.25,0,43,12/2/1995,12
1420,-4.1,-1,78.3,28.62,29.39,0,43,12/1/1993,12
1421,-8,-2.8,81.5,28.61,29.12,0,43,7/13/1997,7
1422,-3.8,0.2,83.2,26.63,28.35,0,43,3/27/1993,3
1423,-6.1,-1.7,80.3,28.23,29.14,0,43,5/22/1995,5
1424,-6.2,0.2,80.9,28.22,29.66,0,43,7/26/1992,7
1425,-8.1,-4,81.8,27.88,28.33,0,43,2/8/1998,2
1426,-4.4,-0.2,75.3,28.55,29.16,0,43,9/29/1997,9
1427,-6.2,-4.2,88,28.02,28.6,0,43,4/6/1995,4
1428,-7.8,3.7,88.5,26.71,27.65,1,43,1/8/1996,1
1429,-5.7,3.2,74.2,28.38,29.61,0,43,8/24/1992,8
1430,-6.6,0.9,78.1,28.26,29.11,0,43,1/2/1993,1
1431,4.2,-0.8,77.4,27.93,29.38,0,43,8/29/1997,8
1432,-0.6,0.4,79.3,27.23,28.42,0,43,2/4/1993,2
1433,-6.1,-2,82.8,27.98,29.15,0,43,1/9/1995,1
1434,-6.1,-6.6,81.3,27.42,28.11,0,43,4/14/1992,4
1435,3,3.3,81,28.25,29.03,0,43,9/22/1997,9
1436,-6.4,-1.3,86.2,27.63,28.29,0,43,6/19/1996,6
1437,-8.2,2,80.1,27.84,28.17,0,43,1/18/1994,1
1438,-3.3,-2.6,80.7,28.23,28.68,0,43,6/9/1994,6
1439,-1.3,-0.4,85.4,27.33,29.68,0,43,7/23/1994,7
1440,-2.9,1.7,90.9,27.19,28.44,0,43,5/31/1996,5
1441,-4.9,2.8,85,27.03,28.21,0,43,2/29/1996,2
1442,-6,-1.7,85.2,26.63,28.37,0,43,3/26/1993,3
1443,5.4,-0.9,87.9,26.09,29.11,0,43,8/16/1997,8
1444,-6.3,1.8,83.8,27.03,27.85,0,43,1/6/1996,1
1445,-3.8,0,85.8,27.71,29.16,0,43,5/18/1995,5
1446,-2.5,-2.2,83.2,27.23,28.1,0,43,3/30/1992,3
1447,-6.5,-2.8,78.5,27.78,28.21,0,43,4/19/1998,4
1448,-5.6,-1.2,84.6,28.11,28.74,0,43,7/12/1996,7
1449,-1.5,-2.2,81.4,27.77,29.65,0,43,10/3/1997,10
1450,-5.5,3.1,81.8,28.51,29.25,0,43,8/25/1995,8
1451,-4.2,0.2,87.4,27.67,28.38,0,43,6/9/1996,6
1452,-2.6,-3.2,80.8,27.37,28.31,0,43,3/18/1994,3
1453,-5,0,87.8,27.71,28.45,0,43,6/22/1996,6
1454,-3.6,1.2,73.8,28.02,29.5,0,43,8/27/1992,8
1455,1.3,1.8,79.9,27.84,29.07,0,43,8/10/1993,8
1456,-3.9,3.9,71.5,27.07,29.35,0,43,10/28/1992,10
1457,-6.2,-1.1,90.2,26.86,28.31,0,43,4/16/1993,4
1458,-2.9,-3.5,79.7,27.86,29.25,0,43,12/10/1992,12
1459,-0.1,1.5,76.2,28.55,29.38,0,43,11/12/1997,11
1460,-4,3.5,83,27.23,28.21,0,43,2/28/1996,2
1461,-6.3,-2.2,83.9,27.76,28.29,0,43,4/7/1994,4
1462,-6.1,-0.7,86.3,27.62,28.41,0,43,5/12/1992,5
1463,-5.3,0.6,91.3,26.47,27.33,1,43,12/25/1995,12
1464,-5.4,1.5,84.2,27.63,28.48,0,43,12/8/1995,12
1465,-4.8,-5.3,81,28.46,28.7,0,43,5/29/1993,5
1466,-1.5,2,74.5,29.18,29.57,0,43,11/22/1994,11
1467,-2.1,1,85.5,28.14,29.51,0,43,11/28/1992,11
1468,-3.9,-5.3,79.5,28.5,29.11,0,43,7/26/1993,7
1469,-6.9,-2.6,85.6,27.87,28.23,0,43,5/15/1998,5
1470,-6.1,-4.7,83.2,26.07,28.48,0,43,4/1/1993,4
1471,-0.2,-0.4,77.5,28.37,29.55,0,43,7/24/1994,7
1472,-0.9,-0.9,80.1,28.06,29.35,0,43,10/27/1992,10
1473,6.4,-0.6,80.4,28.38,28.9,0,43,10/11/1997,10
1474,-6.9,-3.5,84,27.21,28.92,0,43,12/23/1993,12
1475,-4.5,-0.9,83.2,28.06,28.57,0,43,2/14/1993,2
1476,-3.6,-2.8,89.7,27.71,28.11,0,43,5/11/1996,5
1477,-3.6,-1.7,81.3,26.79,28.73,0,43,6/5/1992,6
1478,2.6,-3.3,78.5,26.79,28.57,0,43,3/13/1992,3
1479,-5.3,-3.7,92.1,27.15,27.82,0,43,5/19/1996,5
1480,-5.5,-2.2,81.4,28.35,28.45,0,43,5/8/1993,5
1481,-6.4,-1.3,80.3,28.43,28.73,0,43,7/13/1996,7
1482,-7.1,-1.8,81.3,28.11,28.34,0,43,2/23/1994,2
1483,-3.3,3,78.9,27.82,29.19,0,43,10/2/1992,10
1484,-6.3,-6.1,79.3,27.78,28.37,0,43,5/7/1992,5
1485,-4.7,-3.3,79.2,28.21,28.77,0,43,3/17/1995,3
1486,-6.5,-0.8,90.5,27.23,27.76,1,43,12/21/1995,12
1487,-3.6,5.7,73,27.9,29.26,0,43,11/1/1992,11
1488,-0.6,4.3,80.1,27.94,29.5,0,43,9/29/1994,9
1489,0.8,-2.9,78.7,27.86,28.93,0,43,11/10/1997,11
1490,-3.9,-0.4,84.4,27.98,29.35,0,43,12/24/1992,12
1491,-7.4,-2.5,86.6,27.59,28.7,0,43,4/21/1995,4
1492,-5.3,-0.8,88.9,27.31,28.32,0,43,6/17/1996,6
1493,6.6,-2.1,87.9,25.57,29.28,0,43,8/15/1997,8
1494,-4,3.3,82.2,28.47,29.04,0,43,6/6/1995,6
1495,-0.4,1,81,27.75,29.36,0,43,10/10/1994,10
1496,-4.8,0.1,81.8,26.55,28.3,0,43,2/6/1994,2
1497,-1.9,-1.7,81.4,27.83,28.59,0,43,6/17/1994,6
1498,-5,-1.3,81.4,28.23,29.24,0,43,5/21/1995,5
1499,-4.2,0.9,73.8,28.66,29.42,0,43,11/16/1993,11
1500,-7,-3.5,81.8,27.59,28.15,0,43,3/26/1998,3
1501,-7.1,-3.4,82,27.34,28.17,0,43,5/1/1992,5
1502,-6.3,-4.1,75.6,27.63,28.22,0,43,12/20/1997,12
1503,-5.8,-4,90.9,27.51,27.87,0,43,5/13/1996,5
1504,-6.3,-2.3,81.2,28.89,29.21,0,43,7/23/1993,7
1505,-2.6,-1.9,75.2,28.58,29.18,0,43,11/20/1997,11
1506,1.4,3.5,73.8,28.95,29.49,0,43,10/16/1994,10
1507,-1.5,-0.9,76.2,27.86,29.61,0,43,7/11/1992,7
1508,-5.7,-1.9,83.8,27.83,28.7,0,43,3/21/1995,3
1509,-4.7,-5.2,82.4,28.18,28.76,0,43,5/21/1992,5
1510,-4.2,3.1,71.7,29.26,30.07,0,43,9/20/1994,9
1511,-3,-2.4,78.2,28.03,28.88,0,43,1/1/1994,1
1512,-0.4,0.6,83.8,27.15,29.29,0,43,7/30/1995,7
1513,2.2,2.1,78.6,28.38,29.07,0,43,9/11/1997,9
1514,-7.9,1.7,77.7,26.63,28.44,0,43,2/2/1993,2
1515,-7.3,-3.9,84,27.27,28.49,0,43,3/2/1993,3
1516,-6.8,2.7,85.4,27.19,27.46,1,43,2/5/1996,2
1517,-4.1,1.7,79.1,27.99,28.78,0,43,7/18/1996,7
1518,-2,4.7,85.4,27.91,28.84,0,43,9/9/1995,9
1519,-7,2.3,84.6,26.99,27.54,1,43,2/2/1996,2
1520,-3.5,4.1,78.5,27.66,29.43,0,43,10/13/1992,10
1521,-6.2,0.6,69.5,29.21,29.49,0,43,11/12/1993,11
1522,-0.7,-0.4,84.5,27.6,28.87,0,43,10/22/1997,10
1523,-6,-1.5,92.9,27.15,27.95,1,43,5/5/1996,5
1524,-4.1,1.7,93.3,26.67,28.46,0,43,12/5/1995,12
1525,-1.9,-0.4,89.8,27.58,28.53,0,43,5/13/1992,5
1526,-9.8,-3.6,86.8,28.37,29.18,0,43,1/4/1995,1
1527,-5.7,-2,81.7,28.35,29.17,0,43,7/27/1993,7
1528,-6,-3,84.8,27.7,28.88,0,43,1/25/1993,1
1529,-5.3,-7.8,76,27.45,28.31,0,43,2/1/1998,2
1530,-5.8,-1.7,84.8,28.23,28.81,0,43,6/15/1993,6
1531,-4.5,0.3,76.8,29.03,30.05,0,43,8/20/1994,8
1532,-1.3,-0.9,77.7,26.19,28.31,0,43,2/5/1993,2
1533,-1,-2.2,81.6,27.53,29.05,0,43,6/28/1993,6
1534,-5.6,-4.8,74.3,27.65,28.38,0,43,1/24/1998,1
1535,-6,0.3,73.2,29.41,29.99,0,43,9/15/1994,9
1536,-5.8,2.6,83.6,28.14,28.85,0,43,6/25/1992,6
1537,0.1,-4.6,79.3,27.27,28.94,0,43,6/22/1992,6
1538,-6,0.3,89.1,26.99,28.37,0,43,4/2/1993,4
