"","Observation","New.Date","Latitude","Longitude","Zonal.Winds","Meridional.Winds","Humidity","Air.Temp","Sea.Surface.Temp","diff","buoy","MonthN","new_elnino_1","new_elnino_2","new_elnino_3","new_elnino_4","new_elnino_5","new_elnino_6","new_elnino_7","new_elnino_8","new_elnino_9","new_elnino_10","new_elnino_11","new_elnino_12"
"1769",14427,1996-08-07,0.02,-139.94,-5.8,-0.4,82.1,24.96,25.01,1,2,8,0,0,0,0,0,0,0,1,0,0,0,0
"1770",14428,1996-08-08,0.02,-139.95,-6.1,-0.6,82.2,25.39,25.48,1,2,8,0,0,0,0,0,0,0,1,0,0,0,0
"1771",14429,1996-08-09,0.01,-139.94,-7.5,0.8,83.2,25.34,25.27,1,2,8,0,0,0,0,0,0,0,1,0,0,0,0
"1772",14430,1996-08-10,0.01,-139.94,-7.2,0.6,78.8,25.17,25.28,1,2,8,0,0,0,0,0,0,0,1,0,0,0,0
"1773",14431,1996-08-11,0.02,-139.95,-7.2,-2.2,72.5,25.2,25.73,1,2,8,0,0,0,0,0,0,0,1,0,0,0,0
"1774",14432,1996-08-12,0.01,-139.94,-6.1,-0.2,71.5,25.14,26.17,1,2,8,0,0,0,0,0,0,0,1,0,0,0,0
"1775",14433,1996-08-13,0.01,-139.95,-4.2,4.1,73.9,25.49,26.43,1,2,8,0,0,0,0,0,0,0,1,0,0,0,0
"1776",14434,1996-08-14,0.01,-139.94,-5.2,3,74.9,25.64,26.44,1,2,8,0,0,0,0,0,0,0,1,0,0,0,0
"1777",14435,1996-08-15,0.01,-139.94,-4.6,-0.7,74,25.48,26.57,1,2,8,0,0,0,0,0,0,0,1,0,0,0,0
"1778",14436,1996-08-16,0.01,-139.94,-6.6,-0.6,76.1,25.37,26.61,1,2,8,0,0,0,0,0,0,0,1,0,0,0,0
"1779",14437,1996-08-17,0.02,-139.94,-6.9,-0.1,77.4,25,26.46,1,2,8,0,0,0,0,0,0,0,1,0,0,0,0
"1780",14438,1996-08-18,0.02,-139.93,-3.9,0.3,77.5,25.05,26.63,1,2,8,0,0,0,0,0,0,0,1,0,0,0,0
"1781",14439,1996-08-19,0.02,-139.93,-6.5,-1.2,83.4,25.23,26.73,1,2,8,0,0,0,0,0,0,0,1,0,0,0,0
"1782",14440,1996-08-20,0.02,-139.93,-7.3,-1.9,80.6,25.6,26.54,1,2,8,0,0,0,0,0,0,0,1,0,0,0,0
"1783",14441,1996-08-21,0.03,-139.93,-8.1,-2.2,78.8,25.24,26.05,1,2,8,0,0,0,0,0,0,0,1,0,0,0,0
"1784",14442,1996-08-22,0.03,-139.93,-6.4,-1,84.1,24.88,24.9,1,2,8,0,0,0,0,0,0,0,1,0,0,0,0
"1785",14443,1996-08-23,0.03,-139.93,-5,0.5,87.7,24.97,24.88,1,2,8,0,0,0,0,0,0,0,1,0,0,0,0
"1786",14444,1996-08-24,0.03,-139.93,-4.8,1.8,86.6,25.35,25.09,1,2,8,0,0,0,0,0,0,0,1,0,0,0,0
"1787",14445,1996-08-25,0.03,-139.93,-5.8,1.8,83.9,25.34,25.32,1,2,8,0,0,0,0,0,0,0,1,0,0,0,0
"1788",14446,1996-08-26,0.03,-139.94,-7,0.3,83.7,25.27,25.47,1,2,8,0,0,0,0,0,0,0,1,0,0,0,0
"1789",14447,1996-08-27,0.03,-139.93,-7,-0.9,82.4,25.15,25.51,1,2,8,0,0,0,0,0,0,0,1,0,0,0,0
"1790",14448,1996-08-28,0.03,-139.94,-7.4,-0.1,77.7,25.06,25.51,1,2,8,0,0,0,0,0,0,0,1,0,0,0,0
"1791",14449,1996-08-29,0.02,-139.94,-8.3,-0.6,77.8,24.86,25.42,1,2,8,0,0,0,0,0,0,0,1,0,0,0,0
"1792",14450,1996-08-30,0.02,-139.94,-8,0.6,79.2,24.83,25.29,1,2,8,0,0,0,0,0,0,0,1,0,0,0,0
"1793",14451,1996-08-31,0.02,-139.93,-6.8,0.3,84.3,24.74,24.96,1,2,8,0,0,0,0,0,0,0,1,0,0,0,0
"1794",14452,1996-09-01,0.01,-139.94,-6.3,-0.9,83.6,24.83,24.74,70,2,9,0,0,0,0,0,0,0,0,1,0,0,0
"1795",14453,1996-09-02,0.02,-139.94,-7.1,0,81,25.04,25.19,1,2,9,0,0,0,0,0,0,0,0,1,0,0,0
"1796",14454,1996-09-03,0.02,-139.95,-6.9,-1,82.7,25.19,25.57,1,2,9,0,0,0,0,0,0,0,0,1,0,0,0
"1797",14455,1996-09-04,0.03,-139.92,-9.3,-1.6,79.3,25.6,25.84,1,2,9,0,0,0,0,0,0,0,0,1,0,0,0
"1798",14456,1996-09-05,0,-140.03,-9.2,-0.6,76.7,25.04,25.42,1,2,9,0,0,0,0,0,0,0,0,1,0,0,0
"1799",14457,1996-09-06,0,-140.03,-8.6,-0.6,76.4,24.59,25.24,1,2,9,0,0,0,0,0,0,0,0,1,0,0,0
"1800",14458,1996-09-07,0,-140.03,-7.5,-0.2,79.6,24.3,24.84,1,2,9,0,0,0,0,0,0,0,0,1,0,0,0
"1801",14459,1996-09-08,0,-140.03,-6.7,1.2,79.7,24.31,24.84,1,2,9,0,0,0,0,0,0,0,0,1,0,0,0
"1802",14460,1996-09-09,0,-140.03,-5.5,1.5,79.2,24.18,24.77,1,2,9,0,0,0,0,0,0,0,0,1,0,0,0
"1803",14461,1996-09-10,0.01,-140.02,-5.7,1.2,80.5,24.16,24.46,1,2,9,0,0,0,0,0,0,0,0,1,0,0,0
"1804",14462,1996-09-11,0.01,-140.03,-6.3,0.1,83.9,24.4,24.35,1,2,9,0,0,0,0,0,0,0,0,1,0,0,0
"1805",14463,1996-09-12,0,-140.03,-6.4,1.1,82.2,24.76,24.64,1,2,9,0,0,0,0,0,0,0,0,1,0,0,0
"1806",14464,1996-09-13,0.01,-140.02,-7.5,1.2,80,25.08,24.98,1,2,9,0,0,0,0,0,0,0,0,1,0,0,0
"1807",14465,1996-09-14,0.01,-140.02,-8.1,-0.3,77.3,25.14,25.19,1,2,9,0,0,0,0,0,0,0,0,1,0,0,0
"1808",14466,1996-09-15,0.01,-140.02,-8.9,0.2,74.4,25.13,25.48,1,2,9,0,0,0,0,0,0,0,0,1,0,0,0
"1809",14467,1996-09-16,0.01,-140.02,-8.9,0,76.2,24.99,25.53,1,2,9,0,0,0,0,0,0,0,0,1,0,0,0
"1810",14468,1996-09-17,0.01,-140.02,-7.1,0.9,77.9,24.69,25.38,1,2,9,0,0,0,0,0,0,0,0,1,0,0,0
"1811",14469,1996-09-18,0,-140.02,-6.8,1.2,80.2,24.57,25.19,1,2,9,0,0,0,0,0,0,0,0,1,0,0,0
"1812",14470,1996-09-19,-0.01,-140.03,-5.7,2.4,81.9,24.43,24.95,1,2,9,0,0,0,0,0,0,0,0,1,0,0,0
"1813",14471,1996-09-20,0,-140.03,-7.2,0.7,81.2,24.53,24.76,1,2,9,0,0,0,0,0,0,0,0,1,0,0,0
"1814",14472,1996-09-21,0,-140.03,-6.4,0.5,82.4,24.63,24.84,1,2,9,0,0,0,0,0,0,0,0,1,0,0,0
"1815",14473,1996-09-22,0,-140.04,-5.8,2,82.5,24.75,25.07,1,2,9,0,0,0,0,0,0,0,0,1,0,0,0
"1816",14474,1996-09-23,0,-140.04,-7.8,-0.3,79.9,25.2,25.18,1,2,9,0,0,0,0,0,0,0,0,1,0,0,0
"1817",14475,1996-09-24,0,-140.04,-7.8,-0.7,80.2,24.99,25.57,1,2,9,0,0,0,0,0,0,0,0,1,0,0,0
"1818",14476,1996-09-25,0,-140.03,-7.1,-0.7,84.4,24.56,25.83,1,2,9,0,0,0,0,0,0,0,0,1,0,0,0
"1819",14477,1996-09-26,0,-140.03,-5.1,-1.2,83.4,24.36,25.28,1,2,9,0,0,0,0,0,0,0,0,1,0,0,0
"1820",14478,1996-09-27,0.01,-140.03,-4.3,-1.5,85.7,24.01,24.56,1,2,9,0,0,0,0,0,0,0,0,1,0,0,0
"1821",14479,1996-09-28,0.01,-140.02,-5,-1,86.2,23.85,24.09,1,2,9,0,0,0,0,0,0,0,0,1,0,0,0
"1822",14480,1996-09-29,0.01,-140.02,-5.8,-0.7,82.8,24.03,23.97,1,2,9,0,0,0,0,0,0,0,0,1,0,0,0
"1823",14481,1996-09-30,0.01,-140.03,-4.7,1.3,81.8,24.33,24.59,1,2,9,0,0,0,0,0,0,0,0,1,0,0,0
"1824",14482,1996-10-01,0.01,-140.02,-5,1.5,81.4,24.85,25.16,71,2,10,0,0,0,0,0,0,0,0,0,1,0,0
"1825",14483,1996-10-02,0.01,-140.02,-6.9,-0.1,79.8,24.87,25.13,1,2,10,0,0,0,0,0,0,0,0,0,1,0,0
"1826",14484,1996-10-03,0.01,-140.02,-6.7,0.7,80.4,24.88,25.11,1,2,10,0,0,0,0,0,0,0,0,0,1,0,0
"1827",14485,1996-10-04,0.01,-140.02,-6.3,-0.7,80.9,24.67,25.37,1,2,10,0,0,0,0,0,0,0,0,0,1,0,0
"1828",14486,1996-10-05,0,-140.02,-6.4,-0.2,80.6,24.44,25.12,1,2,10,0,0,0,0,0,0,0,0,0,1,0,0
"1829",14487,1996-10-06,0,-140.02,-6.6,0.6,81.5,24.36,24.75,1,2,10,0,0,0,0,0,0,0,0,0,1,0,0
"1830",14488,1996-10-07,0,-140.02,-7.2,0.4,79.4,24.43,24.72,1,2,10,0,0,0,0,0,0,0,0,0,1,0,0
"1831",14489,1996-10-08,0,-140.02,-6.3,-0.9,77.6,24.49,24.94,1,2,10,0,0,0,0,0,0,0,0,0,1,0,0
"1832",14490,1996-10-09,0,-140.03,-5.5,1.2,78.6,24.65,25.27,1,2,10,0,0,0,0,0,0,0,0,0,1,0,0
"1833",14491,1996-10-10,-0.01,-140.03,-6.3,0.6,78.6,24.64,25.44,1,2,10,0,0,0,0,0,0,0,0,0,1,0,0
"1834",14492,1996-10-11,-0.01,-140.02,-6.4,-0.6,80,24.63,25.46,1,2,10,0,0,0,0,0,0,0,0,0,1,0,0
"1835",14493,1996-10-12,0,-140.02,-6,-1,79.6,24.47,25.36,1,2,10,0,0,0,0,0,0,0,0,0,1,0,0
"1836",14494,1996-10-13,0,-140.01,-6.5,-0.6,79.2,24.2,24.96,1,2,10,0,0,0,0,0,0,0,0,0,1,0,0
"1837",14495,1996-10-14,0,-140.02,-5.6,-0.5,83.4,24.25,24.75,1,2,10,0,0,0,0,0,0,0,0,0,1,0,0
"1838",14496,1996-10-15,0,-140.02,-5.2,-1.8,81.8,24.18,24.74,1,2,10,0,0,0,0,0,0,0,0,0,1,0,0
"1839",14497,1996-10-16,0.01,-140.01,-5.7,0.2,81.2,24.21,24.66,1,2,10,0,0,0,0,0,0,0,0,0,1,0,0
"1840",14498,1996-10-17,0.01,-140.01,-6,-0.2,83.4,24.38,24.64,1,2,10,0,0,0,0,0,0,0,0,0,1,0,0
"1841",14499,1996-10-18,0.01,-140.01,-5.7,-1.5,84.6,24.47,24.63,1,2,10,0,0,0,0,0,0,0,0,0,1,0,0
"1842",14500,1996-10-19,0.01,-140.02,-6,-0.8,81.8,24.5,24.74,1,2,10,0,0,0,0,0,0,0,0,0,1,0,0
"1843",14501,1996-10-20,0.01,-140.02,-6.4,0.3,80.7,24.61,24.84,1,2,10,0,0,0,0,0,0,0,0,0,1,0,0
"1844",14502,1996-10-21,0.01,-140.02,-6.6,0.4,83.6,24.88,25.03,1,2,10,0,0,0,0,0,0,0,0,0,1,0,0
"1845",14503,1996-10-22,0.01,-140.02,-7.5,0.2,83.9,24.89,24.95,1,2,10,0,0,0,0,0,0,0,0,0,1,0,0
"1846",14504,1996-10-23,0.01,-140.02,-6.4,-0.4,84.2,24.82,24.91,1,2,10,0,0,0,0,0,0,0,0,0,1,0,0
"1847",14505,1996-10-24,0,-140.03,-6.7,0.9,82.9,24.55,24.85,1,2,10,0,0,0,0,0,0,0,0,0,1,0,0
"1848",14506,1996-10-25,0,-140.03,-7.4,0.5,84.5,24.78,24.8,1,2,10,0,0,0,0,0,0,0,0,0,1,0,0
"1849",14507,1996-10-26,0,-140.03,-7,1.1,86,24.7,24.9,1,2,10,0,0,0,0,0,0,0,0,0,1,0,0
"1850",14508,1996-10-27,0,-140.02,-7.9,-0.2,81.9,24.88,25.2,1,2,10,0,0,0,0,0,0,0,0,0,1,0,0
"1851",14509,1996-10-28,0,-140.03,-7.3,0.4,81.3,24.77,25.31,1,2,10,0,0,0,0,0,0,0,0,0,1,0,0
"1852",14510,1996-10-29,-0.01,-140.03,-6.3,0,81.9,24.71,25.21,1,2,10,0,0,0,0,0,0,0,0,0,1,0,0
"1853",14511,1996-10-30,0,-140.02,-7.6,-1.4,81.4,24.79,25.25,1,2,10,0,0,0,0,0,0,0,0,0,1,0,0
"1854",14512,1996-10-31,0,-140.02,-7.5,-0.1,85.9,24.8,25.13,1,2,10,0,0,0,0,0,0,0,0,0,1,0,0
"1855",14513,1996-11-01,0,-140.02,-7.5,1.4,83.8,24.69,24.89,70,2,11,0,0,0,0,0,0,0,0,0,0,1,0
"1856",14514,1996-11-02,0.01,-140.03,-7.4,-2.1,80.8,24.46,24.8,1,2,11,0,0,0,0,0,0,0,0,0,0,1,0
"1857",14515,1996-11-03,0.01,-140.02,-8.2,-1.8,77.9,24.35,24.57,1,2,11,0,0,0,0,0,0,0,0,0,0,1,0
"1858",14516,1996-11-04,0.01,-140.02,-7.2,-0.1,79.5,24.35,24.35,1,2,11,0,0,0,0,0,0,0,0,0,0,1,0
"1859",14517,1996-11-05,0.01,-140.02,-5.7,-0.6,86,24.46,24.44,1,2,11,0,0,0,0,0,0,0,0,0,0,1,0
"1860",14518,1996-11-06,0.01,-140.02,-6.9,-0.7,84.5,24.6,24.66,1,2,11,0,0,0,0,0,0,0,0,0,0,1,0
"1861",14519,1996-11-07,0.01,-140.03,-8.4,0.4,81,24.73,24.81,1,2,11,0,0,0,0,0,0,0,0,0,0,1,0
"1862",14520,1996-11-08,0.01,-140.02,-8.4,0.4,78.3,24.64,24.87,1,2,11,0,0,0,0,0,0,0,0,0,0,1,0
"1863",14521,1996-11-09,0.01,-140.02,-7.5,-0.6,79.5,24.39,24.85,1,2,11,0,0,0,0,0,0,0,0,0,0,1,0
"1864",14522,1996-11-10,0,-140.02,-6,0.8,80.6,24.26,24.8,1,2,11,0,0,0,0,0,0,0,0,0,0,1,0
"1865",14523,1996-11-11,0,-140.02,-5.4,1.1,82.2,24.16,24.8,1,2,11,0,0,0,0,0,0,0,0,0,0,1,0
"1866",14524,1996-11-12,0,-140.02,-4.3,0.6,81.9,24.04,24.76,1,2,11,0,0,0,0,0,0,0,0,0,0,1,0
"1867",14525,1996-11-13,0,-140.02,-4.8,-0.1,84.1,24.11,24.69,1,2,11,0,0,0,0,0,0,0,0,0,0,1,0
"1868",14526,1996-11-14,0,-140.02,-5.9,0.5,84.1,24.04,24.53,1,2,11,0,0,0,0,0,0,0,0,0,0,1,0
"1869",14527,1996-11-15,0,-140.03,-5.9,-0.3,82.8,23.98,24.34,1,2,11,0,0,0,0,0,0,0,0,0,0,1,0
"1870",14528,1996-11-16,0,-140.03,-5.2,-1.2,81.1,24.06,24.41,1,2,11,0,0,0,0,0,0,0,0,0,0,1,0
"1871",14529,1996-11-17,0,-140.03,-6.1,0.6,79.4,24.2,24.86,1,2,11,0,0,0,0,0,0,0,0,0,0,1,0
"1872",14530,1996-11-18,0,-140.03,-4.7,0.3,80.5,24.27,24.95,1,2,11,0,0,0,0,0,0,0,0,0,0,1,0
"1873",14531,1996-11-19,0,-140.02,-5.1,-2.4,77.2,24.3,25.13,1,2,11,0,0,0,0,0,0,0,0,0,0,1,0
"1874",14532,1996-11-20,0.01,-140.02,-5.3,-1.3,78.9,23.95,24.8,1,2,11,0,0,0,0,0,0,0,0,0,0,1,0
"1875",14533,1996-11-21,0.01,-140.02,-5.5,2,81.9,23.87,24.44,1,2,11,0,0,0,0,0,0,0,0,0,0,1,0
"1876",14534,1996-11-22,0.01,-140.01,-6.1,-0.5,85,24.02,24.29,1,2,11,0,0,0,0,0,0,0,0,0,0,1,0
"1877",14535,1996-11-23,0.01,-140.01,-7.5,-0.6,80.8,23.98,24.05,1,2,11,0,0,0,0,0,0,0,0,0,0,1,0
"1878",14536,1996-11-24,0.01,-140.01,-7.5,0.5,79.1,24.03,24.12,1,2,11,0,0,0,0,0,0,0,0,0,0,1,0
"1879",14537,1996-11-25,0.01,-140.02,-6.4,-0.2,77.3,24.08,24.31,1,2,11,0,0,0,0,0,0,0,0,0,0,1,0
"1880",14538,1996-11-26,0.01,-140.02,-6.6,0.7,79.5,24.11,24.49,1,2,11,0,0,0,0,0,0,0,0,0,0,1,0
"1881",14539,1996-11-27,0.01,-140.01,-7.1,0,79.1,24.02,24.46,1,2,11,0,0,0,0,0,0,0,0,0,0,1,0
"1882",14540,1996-11-28,0,-140.01,-7.3,0.2,78,23.78,24.38,1,2,11,0,0,0,0,0,0,0,0,0,0,1,0
"1883",14541,1996-11-29,0,-140.02,-6.6,-0.9,81.5,23.89,24.3,1,2,11,0,0,0,0,0,0,0,0,0,0,1,0
"1884",14542,1996-11-30,0,-140.01,-6.5,-0.4,82.4,23.93,24.28,1,2,11,0,0,0,0,0,0,0,0,0,0,1,0
"1885",14543,1996-12-01,0,-140.02,-5.9,1.1,83,23.86,24.26,71,2,12,0,0,0,0,0,0,0,0,0,0,0,1
"1886",14544,1996-12-02,0,-140.02,-5.6,-0.1,80.2,23.79,24.27,1,2,12,0,0,0,0,0,0,0,0,0,0,0,1
"1887",14545,1996-12-03,0,-140.01,-5.4,-0.4,79.5,23.8,24.39,1,2,12,0,0,0,0,0,0,0,0,0,0,0,1
"1888",14546,1996-12-04,0,-140.03,-7.2,1,77.1,24.12,24.85,1,2,12,0,0,0,0,0,0,0,0,0,0,0,1
"1889",14547,1996-12-05,0,-140.03,-8.2,-2.2,77.7,24.23,24.76,1,2,12,0,0,0,0,0,0,0,0,0,0,0,1
"1890",14548,1996-12-06,0,-140.03,-6.8,0,81.4,24.29,24.69,1,2,12,0,0,0,0,0,0,0,0,0,0,0,1
"1891",14549,1996-12-07,0,-140.02,-7.6,1.8,83.9,24.36,24.65,1,2,12,0,0,0,0,0,0,0,0,0,0,0,1
"1892",14550,1996-12-08,0,-140.02,-7.7,1.1,83.3,24.35,24.58,1,2,12,0,0,0,0,0,0,0,0,0,0,0,1
"1893",14551,1996-12-09,0.01,-140.02,-6.9,-2.4,79.1,24.05,24.43,1,2,12,0,0,0,0,0,0,0,0,0,0,0,1
"1894",14552,1996-12-10,0.01,-140.02,-5.5,0.6,82.6,24.27,24.38,1,2,12,0,0,0,0,0,0,0,0,0,0,0,1
"1895",14553,1996-12-11,0.01,-140.02,-7.2,0.8,86.1,24.54,24.55,1,2,12,0,0,0,0,0,0,0,0,0,0,0,1
"1896",14554,1996-12-12,0.01,-140.02,-9,-1,81.8,24.37,24.48,1,2,12,0,0,0,0,0,0,0,0,0,0,0,1
"1897",14555,1996-12-13,0.01,-140.02,-8.2,-0.7,78.4,24.24,24.5,1,2,12,0,0,0,0,0,0,0,0,0,0,0,1
"1898",14556,1996-12-14,0.01,-140.02,-7.5,-1.1,79.8,24.21,24.59,1,2,12,0,0,0,0,0,0,0,0,0,0,0,1
"1899",14557,1996-12-15,0.01,-140.02,-7.7,-0.6,82.1,24.21,24.66,1,2,12,0,0,0,0,0,0,0,0,0,0,0,1
"1900",14558,1996-12-16,0.01,-140.02,-6.3,-0.7,81.3,24.14,24.81,1,2,12,0,0,0,0,0,0,0,0,0,0,0,1
"1901",14559,1996-12-17,0.01,-140.02,-5.9,-1.8,82.8,24.07,24.87,1,2,12,0,0,0,0,0,0,0,0,0,0,0,1
"1902",14560,1996-12-18,0,-140.02,-7.6,-1.7,81.7,23.99,24.52,1,2,12,0,0,0,0,0,0,0,0,0,0,0,1
"1903",14561,1996-12-19,0,-140.02,-7.7,-1,81.7,23.87,24.09,1,2,12,0,0,0,0,0,0,0,0,0,0,0,1
"1904",14562,1996-12-20,-0.01,-140.02,-7.3,-0.8,84.2,23.9,23.85,1,2,12,0,0,0,0,0,0,0,0,0,0,0,1
"1905",14563,1996-12-21,-0.01,-140.03,-6.7,-1.5,83.4,24.1,23.96,1,2,12,0,0,0,0,0,0,0,0,0,0,0,1
"1906",14564,1996-12-22,-0.01,-140.04,-8.7,-1.1,83.2,24.14,24.1,1,2,12,0,0,0,0,0,0,0,0,0,0,0,1
"1907",14565,1996-12-23,0,-140.03,-9.6,-1.4,83.4,24.19,24.13,1,2,12,0,0,0,0,0,0,0,0,0,0,0,1
"1908",14566,1996-12-24,-0.01,-140.04,-8.9,-1.4,81.7,24.17,24.18,1,2,12,0,0,0,0,0,0,0,0,0,0,0,1
"1909",14567,1996-12-25,0,-140.03,-7.4,-0.4,82.4,24.23,24.21,1,2,12,0,0,0,0,0,0,0,0,0,0,0,1
"1910",14568,1996-12-26,0,-140.03,-6,0.1,84.7,24.03,24.28,1,2,12,0,0,0,0,0,0,0,0,0,0,0,1
"1911",14569,1996-12-27,0.01,-140.03,-5.9,-0.2,87.9,23.99,24.22,1,2,12,0,0,0,0,0,0,0,0,0,0,0,1
"1912",14570,1996-12-28,0.01,-140.02,-7.3,-1.4,85,24.08,23.96,1,2,12,0,0,0,0,0,0,0,0,0,0,0,1
"1913",14571,1996-12-29,0.01,-140.02,-7.8,-1,83.2,24.12,23.89,1,2,12,0,0,0,0,0,0,0,0,0,0,0,1
"1914",14572,1996-12-30,0.01,-140.02,-7.3,-1.3,83.1,24.17,24.23,1,2,12,0,0,0,0,0,0,0,0,0,0,0,1
"1915",14573,1996-12-31,0.01,-140.03,-7.7,-1,81.1,24.33,24.48,1,2,12,0,0,0,0,0,0,0,0,0,0,0,1
"1916",14574,1997-01-01,0.01,-140.02,-7.4,-0.6,80.4,24.47,24.91,8870,2,1,1,0,0,0,0,0,0,0,0,0,0,0
"1917",14575,1997-01-02,0.01,-140.01,-7.5,-1.7,77.2,24.34,24.8,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0
"1918",14576,1997-01-03,0,-140.02,-6.6,-0.9,75.8,24.22,24.74,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0
"1919",14577,1997-01-04,0,-140.01,-7.1,0.5,74.6,24.55,24.72,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0
"1920",14578,1997-01-05,0,-140.02,-5.7,0.4,80.4,24.39,24.6,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0
"1921",14579,1997-01-06,0,-140.01,-4.9,0.4,84,24.23,24.52,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0
"1922",14580,1997-01-07,0,-140.02,-4.9,0.1,82.2,24.4,24.58,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0
"1923",14581,1997-01-08,-0.01,-140.02,-7.2,-1.4,77.4,24.62,24.71,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0
"1924",14582,1997-01-09,-0.01,-140.04,-7.1,-0.8,76.1,24.7,24.75,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0
"1925",14583,1997-01-10,-0.01,-140.03,-7.6,-0.5,76,24.73,24.94,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0
"1926",14584,1997-01-11,-0.01,-140.03,-6.7,-2.2,74.6,24.58,25.03,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0
"1927",14585,1997-01-12,0,-140.03,-8,-2.3,75.3,24.56,25.27,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0
"1928",14586,1997-01-13,0,-140.03,-7.6,-0.6,77.8,24.55,25.34,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0
"1929",14587,1997-01-14,0,-140.03,-8.1,0.7,79.3,24.64,25.1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0
"1930",14588,1997-01-15,0,-140.03,-8.4,-3.6,78.1,24.72,24.94,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0
"1931",14589,1997-01-16,0,-140.03,-9,-2.7,74.4,24.34,24.79,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0
"1932",14590,1997-01-17,0,-140.01,-6.8,-0.2,77.9,24.33,24.74,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0
"1933",14591,1997-01-18,0,-140.01,-6.5,-1.1,81.5,24.42,24.76,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0
"1934",14592,1997-01-19,0,-140.01,-7.2,-1.9,82,24.38,24.71,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0
"1935",14593,1997-01-20,0.01,-140.01,-7.5,-1,82.5,24.48,24.67,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0
"1936",14594,1997-01-21,0.01,-140.01,-6.6,-0.4,83.7,24.5,24.66,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0
"1937",14595,1997-01-22,0.01,-140.02,-6.2,-1.8,80.1,24.38,24.63,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0
"1938",14596,1997-01-23,0.01,-140.02,-6.6,-0.7,78,24.51,24.57,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0
"1939",14597,1997-01-24,0.01,-140.02,-6.3,-2.4,76.5,24.7,24.83,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0
"1940",14598,1997-01-25,0.01,-140.01,-7.7,-1.1,76,24.93,25.16,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0
"1941",14599,1997-01-26,0.01,-140.02,-8.1,-0.5,80,25.16,25.16,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0
"1942",14600,1997-01-27,0.01,-140.02,-7.2,-0.6,79.3,25.11,25.2,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0
"1943",14601,1997-01-28,0.01,-140.02,-6.8,-2.3,75.5,24.99,25.36,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0
"1944",14602,1997-01-29,0,-140.01,-6.6,-0.2,77.4,24.98,25.36,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0
"1945",14603,1997-01-30,0.01,-140.02,-6,-0.8,81.3,25.03,25.34,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0
"1946",14604,1997-01-31,0,-140.02,-7.2,-1,82,25.12,25.27,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0
"1947",14605,1997-02-01,0,-140.02,-7.1,-1,80.8,24.96,25.16,70,2,2,0,1,0,0,0,0,0,0,0,0,0,0
"1948",14606,1997-02-02,0,-140.02,-7.9,-0.9,79.7,24.93,25.08,1,2,2,0,1,0,0,0,0,0,0,0,0,0,0
"1949",14607,1997-02-03,0,-140.02,-6.9,-2.4,79.9,24.89,25.06,1,2,2,0,1,0,0,0,0,0,0,0,0,0,0
"1950",14608,1997-02-04,-0.01,-140.02,-7,-1.6,79.6,24.79,25.11,1,2,2,0,1,0,0,0,0,0,0,0,0,0,0
"1951",14609,1997-02-05,-0.01,-140.03,-6.4,-1.6,81.2,24.74,25.3,1,2,2,0,1,0,0,0,0,0,0,0,0,0,0
"1952",14610,1997-02-06,0,-140.03,-6.7,-0.5,80.5,24.93,25.36,1,2,2,0,1,0,0,0,0,0,0,0,0,0,0
"1953",14611,1997-02-07,0,-140.03,-5.5,0.4,79.7,24.73,25.44,1,2,2,0,1,0,0,0,0,0,0,0,0,0,0
"1954",14612,1997-02-08,0,-140.02,-5.4,-0.8,77.6,24.89,25.56,1,2,2,0,1,0,0,0,0,0,0,0,0,0,0
"1955",14613,1997-02-09,0,-140.02,-5.3,-0.8,79.8,25.04,25.72,1,2,2,0,1,0,0,0,0,0,0,0,0,0,0
"1956",14614,1997-02-10,0,-140.02,-6.8,-0.2,78.8,25.03,25.8,1,2,2,0,1,0,0,0,0,0,0,0,0,0,0
